id,retailer_id,name,description,url,currency,price,is_hidden,is_sanctioned,max_available,availability,checkmark,whatsapp_product_can_appeal,videos,is_approved,approval_status,image_url,image_url2,image_url3,image_url4,image_url5,image_url6
"28807809108866546","","Vestido TERRACOTA","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/28807809108866546_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/28807809108866546_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/28807809108866546_3","","",""
"25244327558551929","","Vestido MARSALA","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25244327558551929_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25244327558551929_2","","","",""
"24621911990838532","","VESTIDO AZUL SERENITY um ombro só","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24621911990838532_1","","","","",""
"33182461434686526","","Vestido AZUL MARINHO com alça ( sem brilho)","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33182461434686526_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33182461434686526_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33182461434686526_3","","",""
"9549478791736950","","Vestido DOURADO tomara que caia ( acetinado)","","","BRL","230.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/9549478791736950_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/9549478791736950_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/9549478791736950_3","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/9549478791736950_4","",""
"26598889823032157","","Vestido ROSE","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/26598889823032157_1","","","","",""
"9386337078054951","","Vestido VERDE ESMERALDA um ombro só ( sem brilho)","Veste P ao G","","BRL","200.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/9386337078054951_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/9386337078054951_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/9386337078054951_3","","",""
"32703812509233629","","Vestido AZUL ROYAL","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/32703812509233629_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/32703812509233629_2","","","",""
"33513799751569256","","Vestido AZUL SERENITY","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33513799751569256_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33513799751569256_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33513799751569256_3","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33513799751569256_4","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33513799751569256_5","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33513799751569256_6"
"26412972901623769","","Vestido VERMELHO ombro a ombro com alcinha","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/26412972901623769_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/26412972901623769_2","","","",""
